"provider","Code","Text","refs"
"supervisor","Lack of indication of points for improvement of description","- SU_14_012:Feedback was given in detail on the content of the practical training, and specific points for improvement were also listed. There is no feedback on the practical training record, so it is not clear what the problem with the way it was written is.
- SU_14_013:It also mentions good points that were not written in the practical training record. It is not clear what the points for improvement are in the practical training record or the content of the practical training.
- SU_14_016:It points out medical problems and points for improvement when reviewing. It does not indicate points for improvement such as writing every day.","SU_14_012, SU_14_013, SU_14_016"
"supervisor","neglect of content","- SU_04_001:I felt the feedback was too short. The good points are that it mentions the content of the description, so you can tell that it has been read and written. The points that need to be improved are that it does not mention all the content of the description, and the feedback feels insufficient.
- SU_04_002:The feedback seems very short. The good points are that it reads the content of the medical student's description. The points that need to be improved are that the only content is ‘I will teach you in the future’, and I feel that it is not content that will improve the learning motivation of the medical student who wrote the description.
- SU_04_010:The feedback is short in relation to the medical students‘ entries. The good points are that the medical students’ independence is being developed. The points for improvement are that I think the motivation would increase if feedback was given on what they had learnt and what their future challenges are.
- SU_04_011:The impression is that the medical students' records are not being touched upon. The good point is that it mentions participation in practical training. The point for improvement is that it does not mention anything about what they have learnt or what they are working on, so it is not really feedback.
- SU_04_014:There was no written comment on the content of the written report by the medical student. As a positive point, it was noted that the content of the written report was being read. As a point for improvement, it was noted that there was no feedback on the content of the written report.
- SU_04_015:The content shows that the students are being supported in their learning and practical training. The good points are that the content not only refers to what was written, but also mentions the students‘ attitude during the practical training and the content of their presentations. The improvement point is that there was no comment on the nephrotic syndrome, which was written about as something that had been learned.
- SU_05_019:(Good points) It is clear that the comments are based on the actual experience of the student, not just on the content of the student's description. It is supportive content for the student. (Bad points) The comments and advice are about the student's training itself, and there is little mention of the content of the record. However, I think this is unavoidable, as it is thought that this feedback from the supervising doctor is more about the training itself than about the content of the record. In fact, it is more important to give feedback on the training itself than on the content of the record.
- SU_05_030:This is partly because the student's record content is limited to listing the names of surgeries and lacks specificity, but it does not seem that the comments are based on the content of the record. It is short.
- SU_06_049:This is not feedback on the record, but a message about the practical training.
- SU_07_064:The points that are being raised are detailed and specific, but I think that feedback that covers the whole is necessary.
- SU_07_068:I can understand what the assessor is trying to say, but this is not a comprehensive record feedback.
- SU_09_095:The feedback is more supportive, as it is based on the student's behaviour during the practical training, rather than on the contents of the portfolio.
- SU_09_097:The feedback is specific and based on the student's behaviour during the practical training. There are some parts that do not necessarily match the contents of the portfolio.
- SU_09_099:Although the portfolio is hardly mentioned, the FB is based on the student's attitude during the practical training and the content observed.
- SU_12_143:As an evaluation by many supervisors, I can relate to the content of this. As the student has written quite specific details, I thought it would be good to touch on that point a little more.
- SU_13_150:Good points: The feedback draws the trainee's attention to important long-term issues that they may not have been aware of, and also touches on the inadequacy of the practical training record. Bad points: The feedback on daily work is vague, with no specific description. There is no feedback on the trainee's learning HIE images or on respiratory management, which was listed as a future issue.
- SU_13_160:It seems that the learner and the instructor have not shared the purpose of this learning record in advance, or that there is a custom of just writing down what you did and getting a stamp, or that the learner does not expect any feedback from the instructor. Good points: Feedback is given on how to make a better record. Improvement points: There is no mention of the learner's attitude to learning or the malignant thymoma mentioned in the record.
- SU_13_161:No mention of the learning record, but there is mention of the learning attitude and training in the surgical field. Good points: As a mentor, the trainer conveys the appeal of surgical training. Improvement points: There is no feedback on the learning record.
- SU_13_164:It does not mention the learning attitude or the content of the record at all. It is a mechanical response. Good points: None. Improvement points: Include proper feedback that mentions the learning attitude and the content of the record.
- SU_15_031:The impression is that it is concise feedback on the practical training. While it is good that it comments on the attitude towards the practical training, there is very little mention of the practical training record itself, so it would be good if there was some specific feedback.
- SU_17_054:I doubt whether the person reading the feedback is even a medical student, so it should be improved.
- SU_19_092:The main focus is on feedback on the students’ behaviour during the training, and I don't think there is any feedback based on the entries.
- SU_19_095:It seems to me that the feedback is mainly about the student's behaviour during the practical training, and there is not much feedback on the records. As the content that the student achieved during the practical training is written in detail, I think it would be better if there were further issues presented.
- SU_19_098:There is an evaluation of the level of achievement and attitude during practice, but there is little feedback that refers to the records.
- SU_20_101:I feel that the content of the actual conference is mentioned, and that the students are being evaluated through the practical training. I think it is good that it is positive feedback. As the content of the record is not mentioned, I think it would be even better if the content was also mentioned.
- SU_21_124:The feedback was based on the actual content of the practical training, rather than on the students' records. It would be better if there was more feedback on the learning records.","SU_04_001, SU_04_002, SU_04_010, SU_04_011, SU_04_014, SU_04_015, SU_05_019, SU_05_030, SU_06_049, SU_07_064, SU_07_068, SU_09_095, SU_09_097, SU_09_099, SU_12_143, SU_13_150, SU_13_160, SU_13_161, SU_13_164, SU_15_031, SU_17_054, SU_19_092, SU_19_095, SU_19_098, SU_20_101, SU_21_124"
"AI","Setting of too high a priority for the content of the description","- AI_19_099:I think the point about using too many technical terms is accurate, but I think the point about demanding specific goal setting for the record “to be able to write medical records smoothly” is making a point of little importance.","AI_19_099"
"AI","Feedback on what has been written","- AI_04_012:The impression is that the points for improvement are described in relation to the content of the description. The good points are that it describes how to record patient information and what has been learned so that it can be linked to the next learning session. There are no points for improvement.
- AI_04_013:The impression is that advice is given on how medical students should record information. The good points are that detailed descriptions of entries that only include words such as “rounds” and “mark” are linked to learning. There are no particular areas for improvement.","AI_04_012, AI_04_013"
"AI","Polite advice on the content of the description","- AI_19_089:I felt that the comments were very detailed and thorough. The feedback was mainly about how the students wrote their reports and the content of their reports, and I think it lacked feedback from the perspective of what kind of actions the students should take in future practical training.","AI_19_089"
"supervisor","missing points in the description","- SU_13_152:The report focuses on the learner's experience and provides appropriate feedback. It raises issues related to the communication of more practical findings and the outcome of the disease other than the examination of the case. It does not touch on the points for improvement in the learner's report itself. The points for improvement are formative feedback on a better report
- SU_13_154:Indicates the rarity of the case experienced, while also recommending learning of typical cases. The improvement point is that there is no indication of deficiencies in the report.
- SU_13_158:The impression is that the feedback is based on sharing the experience of the practical training. It is good that there is feedback supporting the attitude of the practical training, the techniques used, and the practice for the future. There is no mention or feedback on the trainee's record, so this needs to be improved.","SU_13_152, SU_13_154, SU_13_158"
"supervisor","Lack of indication of points for description","- SU_14_008:Feedback was given on the content of the practical training, and it was easy to understand what to be careful of in future practical training. There was no feedback on the practical training record.
- SU_15_021:The impression is that the feedback is very general. Although the student is thanked for the practical training and comments are made, there is little specific reference to the content of the practical training or the record, and it cannot be said that this is feedback that can be used for future practical training or records.","SU_14_008, SU_15_021"
"AI","points for improvement in the content of the description","- AI_14_016:The problem is that you have not corrected the cases that are probably wrong, but you have corrected the problems with the sentences.","AI_14_016"
"supervisor","Lack of reference to the content of the description","- SU_19_094:There is no mention of the student records or clinical practice standards, and there is no reflection on the practical training or presentation of future learning issues. From the perspective of contributing to student learning, I get the impression that it is not quite appropriate.
- SU_19_097:There is little feedback that refers to the student's records or the standards for clinical practice. However, the knowledge of diseases that is useful for diagnosis is shared, and I think this is useful feedback for students. There is also a phrase that asks about hopes for future practice, and I felt that this could encourage students to take an active part.","SU_19_094, SU_19_097"
"AI","Presentation of specific examples to improve the description","- AI_19_090:I think that the feedback was given while giving appropriate specific examples about how to write practical training records.","AI_19_090"
"AI","Specific advice for the description","- AI_06_047:The feedback on the medical record is thorough, along with specific suggestions for improvement.
- AI_06_048:The feedback is clear.","AI_06_047, AI_06_048"
"supervisor","Lack of indication of areas for improvement regarding descriptions","- SU_18_081:I think the supportive words you use with the students are wonderful. On the other hand, I felt that it would be better to also point out what needs to be improved in the students‘ descriptions.
- SU_18_082:I think this feedback is based on the basic human relationship between the students and the teacher. I think it would be good to also point out what needs to be improved in the students’ descriptions.
- SU_18_083:It's good that you use supportive words, but I think it would be better to also point out what needs to be improved in the students‘ descriptions.
- SU_19_088:It mentions the points that should be kept in mind during medical examinations and consultations, and I think it will be useful for students to clarify their future goals. However, there is little mention of the ‘criteria’ that students should record.
- SU_19_090:I think it would be better if there were more specific comments and advice, while also touching on the students‘ descriptions. (The students’ records are also rather sloppy, so considering the workload of the supervising doctors, it may not be so bad.
- SU_19_091:There is not much clear reference to the ‘criteria’ for the students‘ clinical training. However, since learning tasks are presented, I think this will be helpful for the students.","SU_18_081, SU_18_082, SU_18_083, SU_19_088, SU_19_090, SU_19_091"
"AI","inconsistency in the description","- AI_14_002:My impression is that it is composed of good points, points that need to be improved, and positive encouragement, and I felt that the points that need to be improved were clear and easy to understand. The report says that the points that need to be improved are being recorded smoothly, but in reality there are omissions, and I felt that the fact that the report points out these omissions as points that need to be improved felt unnatural.","AI_14_002"
"AI","advice that follows the trend of the description","- AI_06_045:The learner's tendencies are also grasped, and specific improvement proposals are made.","AI_06_045"
"AI","Feedback for making descriptions more concrete","- AI_05_025:It seems to be a coincidence, but in this case, the same points (the specific content of the description regarding BLS) are requested in both feedbacks. The description is more supportive.","AI_05_025"
"AI","advice for making the description more specific","- AI_06_046:The feedback is detailed and specific.","AI_06_046"
"AI","Specific advice to improve the description","- AI_06_041:Feedback is given on the description to make specific improvements.","AI_06_041"
"AI","Comment based on reading the description","- AI_05_034:Improvement points: The only advice given is to write more specifically. Good points: The comments are based on the content.","AI_05_034"
"supervisor","Disregard for the content of the description","- SU_10_109:There is no mention of the content of the practical training or the learner's own description. It is impossible to know what is not written, so there is a possibility that important feedback is being given without being written down, but I think it would be good to make sure that important feedback points are recorded.
- SU_10_115:The student's description itself is concerned with the everyday details of the case (fever follow-up) and less important technical points (the speed of spinal fluid output), so I think this is a difficult case for feedback. In cases like this, instead of giving bland feedback that ignores the content of the description, it would be better if the feedback could point out the appropriate learning points for the specialist field.
- SU_11_118:Compared to feedback1, there is no feedback in the practical training record. On the other hand, there is follow-up on the student's attitude during the practical training and the fact that they were unable to give a good presentation, and the fact that they made an effort to improve the content of their presentation is praised, so it feels like feedback that has looked closely at the practical training as a whole.
- SU_11_119:It gives the impression that the busy supervising doctor quickly wrote down their impressions of the student. They probably evaluated the student as having met the required standard with no particular problems when compared to the behavioural standards, but they did not evaluate the record that was written. It seems to be just a summary evaluation conclusion, so it is not thought to contribute to improving skills and attitude.
- SU_11_128:The quantity and quality of the records seems to be lacking, but there is no comment on this. There are no comments on the content of the records.","SU_10_109, SU_10_115, SU_11_118, SU_11_119, SU_11_128"
"supervisor","Deepening the description medically","- SU_07_061:On the contrary, I think it is good feedback that helps students to deepen their learning by providing detailed feedback on their descriptions. However, in light of the assessment criteria, I think it should point out that there are few records for other days, but it does not do so.","SU_07_061"
"supervisor","Priority given to the interests of the person writing the description","- SU_10_104:The fact that it is a difficult case for diagnosis may be impressive for the evaluator, but it does not contribute to the student's learning. As this is the only thing written, it is considered unsuitable for feedback.","SU_10_104"
"AI","Advice that is in line with the record","- AI_15_028:The impression is that this is polite feedback that is in line with the practical training records. I think it is good that the points that are excellent in the student records are extracted and mentioned. On the other hand, I think that the feedback should be improved in the sense that it is a little too focused on the items that are lacking only on specific days and items.
- AI_15_030:This is feedback that gives careful guidance in response to the lack of practical training records. I think it is good that it gives specific suggestions for improvement and encourages the student to write clearly.
- AI_15_031:The impression is that the feedback is tailored to the clinical clerkship logs. I think it is good that the points that need to be improved in the clinical practice record are mentioned in detail, with specific examples given.
- AI_15_032:The impression is that the feedback is tailored to the clinical practice record. I think it is good that, although it is formulaic, it also contains a lot of supportive language.","AI_15_028, AI_15_030, AI_15_031, AI_15_032"
"AI","advice based on records","- AI_21_117:My impression is that the feedback is given after the record has been carefully examined. The fact that the points that should be evaluated and the good points are mentioned first, and then the points for improvement are pointed out, makes it easier for the student to accept the points for improvement, and I think that is a good thing. I also think that the points for improvement and the content of the points for improvement are very specific, and that makes it easier to take action. The main points for improvement are suggestions for how the students' practical training should be carried out, and there is no feedback on medical or clinical content.","AI_21_117"
"supervisor","Medical advice based on the record","- SU_08_075:I think this is good feedback, as it gives specific advice on the items that the medical student should focus on learning, based on the medical student's record.","SU_08_075"
"AI","concrete advice on the record","- AI_16_035:While it gives specific and explicit feedback on the records written by the students, it feels a little opportunistic. It is good that it summarizes the issues raised by the students and suggests improvement plans. On the other hand, it feels like the feedback is limited to general content. I think it would be better if it pointed out things like the students' attitudes during the practical training and things the teachers noticed.","AI_16_035"
"AI","Detailed advice on the record","- AI_16_039:The impression is that detailed feedback is given on the records. It seems that not much feedback is given on the specific content of the practical training. It is good that specific points are pointed out regarding the entries in the records and how they can be improved. On the other hand, it seems that there is little medical-related feedback, so it would be better if the content suggested points that the students are not aware of.
- AI_16_048:The impression is that the student's record is being given detailed feedback. The fact that the feedback is given in an easy-to-understand way, including specific examples, is commendable. On the other hand, it seems that there are hardly any medical points raised. It would be even better if advice was given on what points to focus on and how to learn.","AI_16_039, AI_16_048"
"AI","Detailed advice on how to record","- AI_20_101:Although the specific content of the practice is not mentioned, the points for revision regarding the record are detailed. It seems like the way to write the record will improve.","AI_20_101"
"AI","promoting the concretization of records","- AI_23_164:Overall, I thought it was very useful because it promoted concretization. In addition, it praised the fact that they were keeping a record every day.","AI_23_164"
"AI","assistance with making records more concrete","- AI_21_132:I felt that the evaluation was based on “criteria”. It was good that the good points were clearly indicated. It was good that the learning effect was improved by encouraging students to write specific descriptions even for terms that they were just listing. Overall, I got the impression that it was a form of encouraging students to learn through improving the way they write in their student records.","AI_21_132"
"AI","Advice based only on the content of the record","- AI_21_121:The feedback is based on the students' records. Basically, the feedback is intended to improve the students' learning by improving how they write in their records. It would be good to have feedback and knowledge presented from a clinical perspective, as well as learning advice.
- AI_21_124:The main points were comments on how to fill in the student records. The comments were based on the “criteria”. There was a lack of comments from a clinical knowledge or perspective.
- AI_21_127:The student's learning is encouraged by improving the content of the student records. The feedback is given based on the content of the student records, so it would be good if there was also some presentation of directly related medical knowledge and viewpoints.
- AI_21_128:The main points of the feedback are related to improving the content of the student records and encouraging learning through this. It would be good if there were also specific clinical content and knowledge presented, as well as content that provides guidelines.
- AI_21_129:The main focus is on improving the student records and providing feedback to encourage learning through this. It was good that specific examples were given to show areas for improvement. It would be good to add specific clinical content, knowledge, and guidance.
- AI_21_130:The main focus is on improving the student records and providing feedback to encourage learning through this. It was good that the student's good points were clearly shown and evaluated. There is a lack of specific clinical content, knowledge, and guidance.","AI_21_121, AI_21_124, AI_21_127, AI_21_128, AI_21_129, AI_21_130"
"AI","Suggestions for improvements in the way records are taken","- AI_21_126:The main points of the feedback are related to how to record student records. The feedback is given based on the “criteria” required of students. It is good that the points to be evaluated are clearly indicated.
- AI_21_127:The student's learning is encouraged by improving the content of the student records. The feedback is given based on the content of the student records, so it would be good if there was also some presentation of directly related medical knowledge and viewpoints.
- AI_21_131:The evaluation is based on the “criteria”. The main point is to improve the student records. It is good that it shows the points for improvement using specific examples. Although it encourages the description of clinical aspects, it seems that there is a lack of direct clinical knowledge and clues in terms of learning clinical medicine.","AI_21_126, AI_21_127, AI_21_131"
"AI","support for how to write records","- AI_20_102:I get the impression that it is a template. It seems like the way to write the record will improve.","AI_20_102"
"AI","Focusing only on the detail of the record","- AI_22_135:It would be even better if there were descriptions of what improving the level of detail and the concreteness of what you have learned leads to","AI_22_135"
"AI","Recommending the detail of the record","- AI_23_150:This is feedback that recommends specifically describing things, and I think it is good feedback for students who were not aware of these things.","AI_23_150"
"supervisor","lack of suggestions for improvement in the content of the record","- SU_15_030:It is concise feedback. The fact that it encourages the student to ask questions during the practical training is thought to be good as a motivational tool, but there is no feedback on the lack of a practical training record, so it would be good if there was also some mention of the lack of a record.","SU_15_030"
"AI"," Advice that does not directly relate to the examination","- AI_09_099:Although supportive, the feedback is not appropriate, as it includes many portfolio abbreviations and instructions such as “fill in the medical record within 5 minutes”, which are not related to the learner's medical skills.","AI_09_099"
"AI","Advice that does not take into account the characteristics of the department","- AI_15_029:Although the feedback is based on the student's record, it is feedback that stands out for its inappropriate points in the details. This is an issue that is often mentioned in generated AI, but because it lacks common sense, it points out that “there are only four days of records” without taking into account the fact that January 8th is a public holiday. Also, when examining joints in the field of rheumatology, I think that the focus should be on the presence or absence of joint tenderness, spontaneous pain, or limited range of motion, rather than joint fluid retention, but the only example given for examining joints is “how to examine for joint fluid retention”, which is inappropriate feedback given the characteristics of the department.","AI_15_029"
"supervisor","Neglect of evaluation criteria","- SU_22_137:It is not tailored to the student evaluation items
- SU_22_148:It doesn't match the evaluation criteria.","SU_22_137, SU_22_148"
"supervisor","Non-compliance with evaluation criteria","- SU_11_127:In terms of referring to the evaluation criteria, it is inferior to feedback 1, but it is more in line with the content of the practical training and presents the next task, so I felt that the quality of the feedback as a whole was better here.","SU_11_127"
"supervisor","difficulty in applying to the evaluation criteria","- SU_07_065:The good points of the student are mentioned, but the good points of the record are not mentioned. However, this is something that cannot be judged from the record (so it is clear who it is), so it is very good as feedback, but it is difficult to evaluate as feedback purely from the record.","SU_07_065"
"AI","Clarification of evaluation points","- AI_21_126:The main points of the feedback are related to how to record student records. The feedback is given based on the “criteria” required of students. It is good that the points to be evaluated are clearly indicated.","AI_21_126"
"supervisor"," lack of detail","- SU_16_044:The impression is that it is not possible to give feedback with just a few words. It is concise and easy to understand, but I think it would be better if it were more detailed.
- SU_16_045:The impression is that it is just a note. I think it is good that supportive content is included, but there are not many specific descriptions of the record, so I would like to see more detailed feedback.
- SU_16_050:It doesn't seem to be feedback. I would like it to be written in more detail and with more specifics.","SU_16_044, SU_16_045, SU_16_050"
"AI","Too detailed a description","- AI_12_142:I don't think it's necessary to include detailed descriptions of every little detail. I don't think there are any other points for improvement in this feedback.","AI_12_142"
"AI","detailed advice","- AI_16_044:The impression is that the feedback is detailed. The fact that it is written in an easy-to-understand way, with specific examples, is good. I think it would be easier to read if the lines were broken up appropriately.
- AI_16_050:The feedback is detailed, including specific examples, but it is a little difficult to read. It is good that the points for improvement in the record are described in detail. On the other hand, it is a pity that there are no line breaks and it is difficult to read.","AI_16_044, AI_16_050"
"AI","Feedback that is too detailed","- AI_13_163:Although it is a correct theory, it is a tedious feedback. It gives the impression of being mechanical. Good points: The items that should be achieved in the record are properly fed back. Points for improvement: The feedback is too detailed, such as which items were not completed on 16th May, and it feels more like feedback for minors than for adult education. Also, the suturing technique is too abstract.","AI_13_163"
"AI","excessive focus on details","- AI_15_028:The impression is that this is polite feedback that is in line with the practical training records. I think it is good that the points that are excellent in the student records are extracted and mentioned. On the other hand, I think that the feedback should be improved in the sense that it is a little too focused on the items that are lacking only on specific days and items.","AI_15_028"
"AI","Excessive focus on details","- AI_11_117:The instructor provides feedback comments for each record based on the evaluation criteria. However, there is no overall evaluation or comments. Perhaps this is the comment of a good micro-manager?","AI_11_117"
"AI","Decrease in reliability due to incorrect points","- AI_05_019:(Bad point) It has been pointed out that the date is missing, but I don't think that is the case. If there is even one such incorrect entry, there is a possibility that the learner will not be able to properly receive the feedback. The suggestion to write “Start preparing for the presentation” as “Prepare for the presentation on a specific topic or patient” is also of little actual feedback value. (Good point) The example of asking the learner to write about what they specifically learned about dystrophy is good.","AI_05_019"
"AI","Misinterpretation","- AI_12_147:I think the dates are just in the wrong order. I felt that it would be difficult to judge whether it was AI or not in the details. However, I think the specific instructions are accurate.
- AI_12_148:I think it's good that the issues listed in the portfolio are accurately and specifically indicated. I wonder if they are really being recorded properly every day?
- AI_16_038:The feedback is clear and easy to understand. I can appreciate the fact that the problems with the record and the specific measures for improvement are clearly indicated. On the other hand, the fact that only the first day of the record is indicated, but the expression “from the first day” is used, makes the expression seem a little unnatural. I feel that this point could be improved.","AI_12_147, AI_12_148, AI_16_038"
"AI","Advice that is easy to read","- AI_19_086:The points for improvement are listed in bullet points, so it's easy to read. However, there seems to be a slight discrepancy between the feedback and the actual content of the practical training. In response to the statement that they have learned how to approach emergency patients, the feedback asks for a description of a specific case, but I don't think they are actually dealing with emergency patients, so I think it may be difficult.","AI_19_086"
"AI","logical description","- AI_16_047:I get the impression that it not only points out areas for improvement, but also includes reasons and is written in a logical way. I think it is good that it points out areas for improvement, including the reasons. On the other hand, because there are so many points, I think it would be easier to understand if there was a summary of the content at the end.","AI_16_047"
"AI","Excessively supportive descriptions","- AI_05_026:Good points: The improvement measures are specific. Points for improvement: The supportive messages may be a little excessive. They feel a little forced.","AI_05_026"
"AI","Expressions that feel strange","- AI_18_073:The writing is not completely free of awkwardness, but I think the content is good.
- AI_18_075:Although I can't say that the sentences are completely natural, I think the points you raised are specific and clear.","AI_18_073, AI_18_075"
"AI","Improving concreteness through long descriptions","- AI_14_001:The text is of a reasonable length, and there are no particular issues for the future, but it does mention that we should look for small issues. The points that need to be improved are: 1. It says that we should make our daily records concrete, but for example, I feel that the content of the examples given afterwards are rather abstract. I feel that a description of the actual practice record, such as keeping blood sugar below 180, would be more concrete.","AI_14_001"
"AI","Too long advice","- AI_08_081:Although specific advice is given, it was a rather long and difficult to read piece of feedback. I think it would be easier to read if it was divided into paragraphs by good points, areas for improvement, etc.","AI_08_081"
"AI","sentences too long","- AI_16_050:The feedback is detailed, including specific examples, but it is a little difficult to read. It is good that the points for improvement in the record are described in detail. On the other hand, it is a pity that there are no line breaks and it is difficult to read.
- AI_16_051:The impression is that polite and detailed feedback is given. It is good that the points for improvement in the content are given with specific examples. On the other hand, it would be better if the text could be improved so that there are no line breaks for the amount of text and it is easier to read.","AI_16_050, AI_16_051"
"AI","lack of long-term perspective","- AI_16_043:Concrete and easy-to-understand feedback. The fact that the feedback is something that students can put into practice straight away is good. On the other hand, it is a shame that some of the descriptions are unnatural and there is not much medium- to long-term feedback.","AI_16_043"
"AI","incorrect points","- AI_14_004:It is easy to understand what exactly needs to be improved. The points for improvement say that the entries for January 9th and 12th lack specificity, but the entry for the 9th is written in detail.","AI_14_004"
"AI","points that are not relevant","- AI_14_006:The good points are that it shows easy-to-implement improvements that can be made every day. The feedback suggests that it would be good to create opportunities to share what you have learned, but this is not really related to the improvements to be made in the practical training record.","AI_14_006"
"AI","too high a tone","- AI_13_162:The impression is that the tone is high. Good points: The way to keep a record and how to deepen learning are described in detail. Improvement points: The context is unnatural. It is unclear whether it is the first day of the practical training record. There is a possibility that it is out of context.","AI_13_162"
"AI","Too high a goal","- AI_05_032:The fact that the points for improvement are detailed is commendable. On the other hand, the suggestions seem a little off the mark, such as “Try to cover all days” (I think this probably means to write a record every day), or “Read two documents to improve your presentation skills”, etc.
- AI_08_076:The advice is specific and good, but I think there are medical students who feel that the level being sought is too high.","AI_05_032, AI_08_076"
"AI","Too high a demand","- AI_04_005:The impression was that there were many points listed for improvement. As a good point, the fact that the areas for improvement were described in concrete terms. As points for improvement, there were specific examples given, but as a medical student, I felt that these were too high a hurdle.
- AI_04_007:The impression is that detailed feedback is given on the student's record. The good points are that detailed examples are also included. The points that need improvement are that the feedback content seems to be a mixture of advanced parts and the level of medical students.
- AI_09_098:Feedback is given on how to write the portfolio. The example of reading three documents as a specific method of improvement seems easy to understand, but the numbers given are not based on any evidence and may confuse the learner.
- AI_11_127:The record seems to have few shortcomings, and the “next issue” may be set at a slightly high level.
- AI_12_137:The instructions are polite and specific, but I don't think you should comment on items that are impossible for students to achieve.
- AI_12_143:The specific instructions are good, but things like having to echo back three times or more are unrealistic and not in line with actual medical practice, so I think this should be improved.
- AI_12_146:I think it is good for students that you are proposing specific instructions. However, I think that investigating risk factors for recurrence is a difficult task, even for doctors.
- AI_13_150:Good points: The report is being given feedback on the specific methods used to write it. The advice is to make the details of the experience more specific in order to deepen the learning from the practical training. Bad points: The focus seems to be on making the report look presentable. It is unreasonable to ask for more specific details on the 25th, which is written as an absence. The setting of using the example of a newborn patient to deepen understanding of the indications and management methods for CPAP is also unreasonable as an approach after the practical training has finished.
- AI_13_156:The feedback seems mechanical, based on the records. The points for improvement are mentioned in the daily entries and in the preparation for the presentation, etc., but when looking at the overall learner's records, they have basically been achieved, so the feedback seems a little excessive. The wording gives the impression of being a translation from English.
- AI_19_098:I think the point about setting specific behavioral goals related to future issues is appropriate, but I think it is a little excessive to demand specific behavioral goals for self-study, let alone for practical training. I don't think the student's record lacks specificity, so I feel that the feedback is slightly inaccurate.","AI_04_005, AI_04_007, AI_09_098, AI_11_127, AI_12_137, AI_12_143, AI_12_146, AI_13_150, AI_13_156, AI_19_098"
"AI",,"- AI_10_106:NA
- AI_17_059:Nothing in particular.
- AI_17_064:Nothing in particular
- AI_17_065:Nothing in particular
- AI_17_066:Nothing in particular
- AI_17_067:Nothing in particular
- AI_18_077:I think it's good.
- AI_18_082:I think the points made about the student's writing and the advice given in response are both accurate and good.
- AI_20_112:For a single day's worth of records, it gives a false evaluation that “the record is not being done every day”.
- AI_22_138:The level of specificity is lacking
- AI_22_139:The order of priority is wrong
- AI_22_140:The suggestions are broadly outlined
- AI_22_141:The writing is polite
- AI_22_142:It is difficult to read
- AI_22_145:The suggestion to focus on newborn care as a specific goal is also rather abstract
- AI_22_146:I think it lacks specificity
- AI_22_147:I think the specific examples of the goals are weak
- AI_22_148:It is easy to understand","AI_10_106, AI_17_059, AI_17_064, AI_17_065, AI_17_066, AI_17_067, AI_18_077, AI_18_082, AI_20_112, AI_22_138, AI_22_139, AI_22_140, AI_22_141, AI_22_142, AI_22_145, AI_22_146, AI_22_147, AI_22_148"
"supervisor",,"- SU_07_066:It is thought that this is not feedback taken out of the record, so it is impossible to evaluate. Therefore, I have given it all a score of 1.
- SU_10_106:NA
- SU_11_129:The student's records are almost the same as those of ID: 128, but the comments in the feedback2 record are almost the same as those in the feedback2 record for ID: 128. (Unless there was a processing error that resulted in the same record being duplicated and made into two records), is it not the case that the comments do not point out that the records of the other two students are almost the same, including their faults?
- SU_12_141:I think the feedback doesn't discourage the student. I don't think there is anything more that could be said to this student.
- SU_13_156:It does not refer to the learner's record, and the date is different. It gives the impression of being copied and pasted from a completely different piece of feedback.
- SU_17_063:Nothing in particular
- SU_17_066:Nothing in particular
- SU_18_069:I felt that the feedback was tailored to the student's level of motivation.
- SU_18_077:I think the feedback is tailored to the student's motivation.
- SU_19_096:As there is no mention of the student records or the student's attitude during the practical training, I don't think it can be said to be feedback that contributes to student learning.
- SU_20_106:I feel that it is feedback that has derived from the record.
- SU_20_113:The student is given concise feedback on the points they should be careful about when summarising the case.
- SU_20_114:The content that was lacking in the record is supplemented, and I feel that this is feedback that is useful for learning.
- SU_22_135:There are suggestions, but not much evaluation
- SU_22_140:It is tailored to individual cases
- SU_22_141:The tone is a little harsh
- SU_22_144:There are no points for improvement in the practical training.
- SU_22_145:The wording was a little worrying.
- SU_22_147:There are words of encouragement, but I don't think they count as evaluation.
- SU_23_156:I think the feedback was written using a system where comments are written out against the student's record, but the dates are out of order, so perhaps there was a mistake...?
- SU_23_160:The record was very brief, so I think it was only natural to request that it be written in line with the standards.","SU_07_066, SU_10_106, SU_11_129, SU_12_141, SU_13_156, SU_17_063, SU_17_066, SU_18_069, SU_18_077, SU_19_096, SU_20_106, SU_20_113, SU_20_114, SU_22_135, SU_22_140, SU_22_141, SU_22_144, SU_22_145, SU_22_147, SU_23_156, SU_23_160"
