"ID","Provider","Text","Code"
"SU_152","supervisor","The report focuses on the learner's experience and provides appropriate feedback. It raises issues related to the communication of more practical findings and the outcome of the disease other than the examination of the case. It does not touch on the points for improvement in the learner's report itself. The points for improvement are formative feedback on a better report","Advice based on experience during the practical training/comments from a clinician/missing points in the description"
"SU_153","supervisor","approves of the learner's experience. Uses supportive language to reinforce the current style of practical training. The improvement point is that there is no specific formative feedback on the learner's own issues.","Supportive words"
"SU_154","supervisor","Indicates the rarity of the case experienced, while also recommending learning of typical cases. The improvement point is that there is no indication of deficiencies in the report.","Comments from the perspective of an expert/missing points in the description"
"SU_155","supervisor","The feedback is given in a way that is sympathetic to the learner's concerns. It also suggests ways to improve by referring to how others communicate. On the other hand, there is no specific reference to learning materials, and the feedback is somewhat vague.","Advice that is sympathetic to the learner's concerns"
"SU_156","supervisor","It does not refer to the learner's record, and the date is different. It gives the impression of being copied and pasted from a completely different piece of feedback.",
"SU_157","supervisor","It gives the impression of being written with consideration for the learner's situation. It is good that there is feedback on the learner's attitude towards practice. There is no mention of the learner's record.","Consideration for the student's situation/feedback on their attitude during the practical training"
"SU_158","supervisor","The impression is that the feedback is based on sharing the experience of the practical training. It is good that there is feedback supporting the attitude of the practical training, the techniques used, and the practice for the future. There is no mention or feedback on the trainee's record, so this needs to be improved.","Advice based on experience of practical training/omission of points to be noted in the description"
"SU_159","supervisor","The impression is that the trainee's practical training is observed and evaluated. It is good that the trainee's situation is taken into account, and that approval is given for the practical training record and slide making. The fact that there is no mention of specific points for improvement in the learning record is an area for improvement.","Consideration for the student's situation/advice based on experience of practical training/lack of points for improvement"
"SU_160","supervisor","It seems that the learner and the instructor have not shared the purpose of this learning record in advance, or that there is a custom of just writing down what you did and getting a stamp, or that the learner does not expect any feedback from the instructor. Good points: Feedback is given on how to make a better record. Improvement points: There is no mention of the learner's attitude to learning or the malignant thymoma mentioned in the record.","Neglect of the content of the description"
"SU_161","supervisor","No mention of the learning record, but there is mention of the learning attitude and training in the surgical field. Good points: As a mentor, the trainer conveys the appeal of surgical training. Improvement points: There is no feedback on the learning record.","Neglect of the content of the description"
"SU_162","supervisor","The impression is detached. Good points: None in particular. Improvement points: When writing about the practical training record, more specific explanations are needed. (However, providing specific feedback on everything may be overprotective towards the learner.","Too short a description/cold impression"
"SU_163","supervisor","Humane comments that give the impression that the tutor was experiencing the training together with the learner. Good points: There is a supportive message, and it is supportive. Improvement points: There is no specific feedback on either the training or the record.","Description based on experience of practical training/lack of points for improvement/lack of concreteness"
"SU_164","supervisor","It does not mention the learning attitude or the content of the record at all. It is a mechanical response. Good points: None. Improvement points: Include proper feedback that mentions the learning attitude and the content of the record.","Neglect of the content of the description"
"SU_165","supervisor","The fact that it is detailed and thorough every day is encouraging. On the other hand, the sentences are short and there is no mention of my own areas for improvement, so I'm not really sure what I need to improve to do better.","Too short a description/lack of points for improvement"
"SU_166","supervisor","I think it's good that it accurately addresses future issues. One point for improvement is that the amount of text is small, so it's not really feedback.","Too short a description/lack of points for improvement"
"SU_167","supervisor","The feedback is based on actual interactions on the ward, so it's easy to get a real sense of it. The content that the doctor in charge wants you to learn is clear. One point for improvement is that there is no indication of what you need to improve here.","Advice based on experience of practical training/Lack of indication of points for improvement"
"SU_168","supervisor","The feedback is specific and gives details about the content of the illness seen in the hospital, so it is easy to understand what you need to be careful about. As there are no points for improvement, it is difficult to know where to make improvements.","Advice from the perspective of a medical expert/Lack of indication of points for improvement"
"SU_169","supervisor","The feedback points out that independent study is necessary. As the feedback does not mention how to do independent study in concrete terms, I felt that it would be easier to make improvements if this point was also mentioned.","Lack of concreteness"
"SU_170","supervisor","I liked the fact that it specifically mentioned where to focus. I felt that the points for improvement did not cover all the feedback for the entire practical training.","Advice related to a medical perspective"
"SU_171","supervisor","I felt that it was good that it was written in a positive way and did not try to forcefully derive points for improvement.","Supportive tone"
"SU_172","supervisor","Feedback was given on the content of the practical training, and it was easy to understand what to be careful of in future practical training. There was no feedback on the practical training record.","Advice based on experience of practical training/Lack of indication of points for description"
"SU_173","supervisor","There were few descriptions by the students, and the feedback from the teachers was also abstract.","Abstract indication of points for description"
"SU_174","supervisor","It was like a communication notebook, and it was not feedback.","Lack of elements as feedback"
"SU_175","supervisor","It was administrative communication, and it was not feedback.","Lack of elements as feedback"
"SU_176","supervisor","Feedback was given in detail on the content of the practical training, and specific points for improvement were also listed. There is no feedback on the practical training record, so it is not clear what the problem with the way it was written is.","Advice tailored to the situation of practical training/Lack of indication of points for improvement of description"
"SU_177","supervisor","It also mentions good points that were not written in the practical training record. It is not clear what the points for improvement are in the practical training record or the content of the practical training.","Lack of description based on practical experience/lack of pointing out areas for improvement in the content of the description"
"SU_178","supervisor","It is easy to ask questions during the practical training because it says what you should feel free to ask. There are no points for improvement.","Lack of expression of a welcoming attitude to questions as a supervisor/lack of pointing out areas for improvement"
"SU_179","supervisor","It feels like a letter of impressions from the teacher to the student, and not like feedback.","Lack of elements as feedback"
"SU_180","supervisor","It points out medical problems and points for improvement when reviewing. It does not indicate points for improvement such as writing every day.","Lack of advice on medical knowledge/lack of pointing out areas for improvement in the content of the description"
"SU_181","supervisor","It also mentions the student's behaviour during the practical training and praises them, but as feedback it is insufficient as it does not indicate areas for improvement.","Lack of description based on practical experience/lack of pointing out areas for improvement"
"SU_182","supervisor","The impression is that it is careful feedback based on the student's comments. The fact that it encourages the student to check the specific medical procedures and how to use medical equipment is good as it is feedback that takes into account that this will also be useful in actual clinical practice. The student repeatedly mentions specific techniques such as procedures and presentation skills, so it would be even better if there was specific feedback on these points too.","Lack of advice based on experience as a medical professional/lack of concreteness"
"SU_183","supervisor","The impression is that the feedback is extremely polite and specific, and is tailored to the student. The impression of the student's practical training and case presentations, etc., is not recorded, but the supervising doctor gives polite feedback on the student's impressions and efforts, and there is no sense that there is anything that needs to be improved.","Description based on practical experience/description that is sympathetic to the student"
"SU_184","supervisor","The impression is that the feedback is brief and minimal. The gratitude and encouragement for the record is fully felt, but it would be desirable to have more specific feedback.","Description that is too short/lack of concreteness"
"SU_185","supervisor","The impression is that the feedback is very general. Although the student is thanked for the practical training and comments are made, there is little specific reference to the content of the practical training or the record, and it cannot be said that this is feedback that can be used for future practical training or records.","Lack of comments on content/lack of suggestions for improvement"
"SU_186","supervisor","Apart from whether it is appropriate as feedback, the impression is that the message is filled with the instructor's thoughts for the student. The message is one that conveys passion, but there is almost no indication of evaluation criteria or points for improvement, and it is felt that this should be improved as feedback on the practical training record.","Passion as an educator/lack of suggestions for improvement"
"SU_187","supervisor","The impression is that positive feedback is emphasised. I think it is good that the emphasis is on positive words of encouragement. It would be even better if there was feedback that could be used in future practical training.","Positive tone/lack of suggestions for improvement"
"SU_188","supervisor","The impression is that the feedback is concise but polite. In addition to supplementing knowledge, it also specifically presents clues for further research. It also includes words of appreciation for the presentation at the seminar, so it is supportive feedback.","Specific suggestions for improvement/supportive tone"
"SU_189","supervisor","The impression is that the feedback is concise but still hits the main points of the record. It is interesting that the impression received is completely different, even though feedback 1 and feedback 2 mention almost the same points.","Description in line with content/different impressions received"
"SU_190","supervisor","The impression is that the feedback is supportive and general. As it lacks specific content, it would be better if it also referred to the details of the student record.","Lack of specificity"
"SU_191","supervisor","The impression is that the feedback is concise but includes the necessary points. It presents the learning tasks and also provides direction for future practical training, so it hits the main points. It would be better if there were more specific responses to the content of the student records, especially to the questions from the students.","Suggestions for action in practical training/lack of specificity"
"SU_192","supervisor","The impression is that the feedback is concise and supportive. It mainly consists of words of encouragement and praise, so it is good feedback in terms of maintaining motivation for learning, but it would be even better if there were more specific content.","Lack of specificity"
"SU_193","supervisor","The impression is that it is concise feedback. It also mentions future learning issues, so even though it is short, it feels like it has sufficient content.","Presentation of learning tasks"
"SU_194","supervisor","It is concise feedback. The fact that it encourages the student to ask questions during the practical training is thought to be good as a motivational tool, but there is no feedback on the lack of a practical training record, so it would be good if there was also some mention of the lack of a record.","Suggestions for action in practical training/lack of suggestions for improvement/lack of suggestions for improvement in the content of the record"
"SU_195","supervisor","The impression is that it is concise feedback on the practical training. While it is good that it comments on the attitude towards the practical training, there is very little mention of the practical training record itself, so it would be good if there was some specific feedback.","Descriptions of practical training attitude/disregard for the content of the record"
"SU_196","supervisor","The impression is that it is concise feedback. It is very interesting feedback that shows the personality of the supervising doctor.","Characteristics of the supervising doctor"
"SU_197","supervisor","It is extremely concise feedback. As there is no specific reference to the practice record or the content of the practice, it would be better if some form of feedback was given.","Lack of specificity/lack of suggestions for improvement"
"SU_198","supervisor","The impression is that it is concise feedback that includes the necessary content. I think it is good that it also mentions the content of the record and motivates the student for future practice.","Concise description"
"SU_199","supervisor","The content is vague, so it lacks concreteness. I think it is good that it evaluates the students' positive attitude towards the practical training. On the other hand, I think it would be better if there were more specific suggestions for improvement and advice on how to improve.","Lack of specificity/lack of suggestions for improvement"
"SU_200","supervisor","It contains important suggestions, but it seems a little abstract. It suggests that acquiring examination skills is very important in real clinical practice, so I think it is good that it is educational content. On the other hand, the suggestions for improvement are a little abstract, so it is a little unfriendly to students. I think it would be better if the feedback was more detailed.","Lack of specificity/lack of specificity in suggestions for improvement"
"SU_201","supervisor","I think the content is educational, as it includes important medical points, but the amount of points is insufficient, and the way the text is written feels a little unfriendly. It is educational in that it points out misunderstandings of medical knowledge, but the points are limited to medical content, and I would like the points to lead to improvements in future approaches for students.","Suggestions for medical matters/lack of suggestions for improvement"
"SU_202","supervisor","I don't feel that there is much of an awareness of giving feedback to students. I would like it to be more specific.","Lack of specificity"
"SU_203","supervisor","The points made are suggestions for the student to work on that will lead to future improvement, but they feel a little abstract. The importance of learning high-level spinal cord diagnosis as a learning item, including clinical experience, is clearly shown. On the other hand, there is a lack of specific suggestions for what kind of learning should be done, so I would like more specific suggestions.","Lack of specificity/ lack of presentation of clinical significance/ lack of presentation of improvement methods"
"SU_204","supervisor","The impression is that the feedback is brief. The practice of the technique is also shown briefly for future practice, so it is easy to understand. On the other hand, there are not many items in the feedback, so I would like more detailed feedback.","Lack of detail in the points for improvement"
"SU_205","supervisor","The impression is that it is just a comment. I think it is good that it shows that the student's efforts are being evaluated. On the other hand, there is a lack of specific feedback.","Only impressions/ lack of specificity"
"SU_206","supervisor","The impression is that it is just a comment. There is very little written. I think it is good that it shows empathy with the difficulty of learning. On the other hand, it is a shame that the content is very little and abstract.","Too short/ empathetic tone/ lack of specificity"
"SU_207","supervisor","The impression is that it is well-written feedback, but it is a little abstract. I think it is good that it is written with future teaching opportunities in mind. On the other hand, there are some abstract expressions, so it would be helpful if it was written in more detail.","Lack of specificity/ description in line with the situation of the practical training"
"SU_208","supervisor","The impression is that it is not possible to give feedback with just a few words. It is concise and easy to understand, but I think it would be better if it were more detailed.","Too short/ lack of detail"
"SU_209","supervisor","The impression is that it is just a note. I think it is good that supportive content is included, but there are not many specific descriptions of the record, so I would like to see more detailed feedback.","Lack of specificity/ lack of detail/ lack of elements as feedback"
"SU_210","supervisor","The description shows that the student was actively engaged in the practical training. It is good that the positive points shown by the student during the practical training are pointed out, but it is a pity that there are no points that lead to improvements in the student's work.","Description of attitude during practical training/ lack of points for improvement"
"SU_211","supervisor","It is clear that the content of the description is being evaluated. While the evaluation points are clear and easy to understand, it is a shame that no points for improvement are being pointed out.","Description in line with the content of the description/ lack of points for improvement"
"SU_212","supervisor","It seems that only one evaluation point is being written. While it is good that the evaluation is easy to understand, there is too little information to lead to improvement.","Too short/Lack of points for improvement"
"SU_213","supervisor","The feedback seems to be too abstract. I would like more detailed and specific feedback.","Lack of concreteness"
"SU_214","supervisor","It doesn't seem to be feedback. I would like it to be written in more detail and with more specifics.","Lack of detail/Lack of concreteness"
"SU_215","supervisor","The feedback is detailed and medically accurate, but it comes across as a bit stiff. The feedback is detailed and medically accurate, but the wording is a bit directive.","Pointing out medical matters/Stiff expression"
"SU_216","supervisor","It would be easier to understand if it was more specific.","Lack of concreteness"
"SU_217","supervisor","I don't understand the intention of the phrase ‘ureteral injury is a complication that we always have to be careful about in colorectal surgery’, and I feel that it should be improved.","Lack of concreteness"
"SU_218","supervisor","I doubt whether the person reading the feedback is even a medical student, so it should be improved.","Disregard for the content of the description"
"SU_219","supervisor","I felt that the feedback was too abstract and inappropriate.","Lack of concreteness"
"SU_220","supervisor","The feedback includes a comment from the teacher that ‘I know the supervisor too’, which is not directly related to the feedback, but this makes me feel a sense of closeness, and I would be happy to receive it if it were me.","Descriptions that create a sense of closeness"
"SU_221","supervisor","The content of feedback 2 is not related to the medical student's comments, but seems to be an evaluation of how they worked during their practical training. If I received this content, I would be happy to think ‘they were watching me during my practical training’.","Descriptions based on the student's attitude during the practical training/Descriptions that lead to motivation"
"SU_222","supervisor","I can get feedback on my knowledge, so it is useful for my studies.","Medical knowledge advice"
"SU_223","supervisor","I am happy that my name is included in the feedback.","Descriptions that create a sense of closeness"
"SU_224","supervisor","The feedback was in line with the practical training, so I was very happy.","Descriptions that match the situation of the practical training"
"SU_225","supervisor","I think it's good that it gave me the opportunity to learn more by presenting further questions that are relevant to clinical practice.","Descriptions that match the situation of the practical training"
"SU_226","supervisor","The feedback was useful because it gave me supplementary information that wasn't included in the medical student's description.","Advice based on the situation in the clinical setting"
"SU_227","supervisor","Nothing in particular",
"SU_228","supervisor","I was happy with the feedback, as it was as if they were looking at me.","Descriptions based on observations made during practical training"
"SU_229","supervisor","The content was motivational, as it praised my strengths.","Descriptions that lead to motivation"
"SU_230","supervisor","Nothing in particular",
"SU_231","supervisor","I was happy with the feedback, as it took into account the particularities of medical students.","Advice based on the student's situation"
"SU_232","supervisor","I was happy with the feedback, as it was based on my own behaviour.","Descriptions based on observations made during practical training"
"SU_233","supervisor","I felt that the feedback was tailored to the student's level of motivation.",
"SU_234","supervisor","I felt that the feedback was based on a relationship of trust between the student and the teacher.","Descriptions based on tacit understanding"
"SU_235","supervisor","I thought that the feedback was specific and useful, and that it was based on real clinical practice. I felt that there was an unspoken agreement behind the exchange, such that even if the student didn't write about what they had learned in such a specific way, the teacher would understand to a certain extent, so there was no problem.","Descriptions based on tacit understanding"
"SU_236","supervisor","The exchange is based on a relationship between the student and the teacher, and at first glance it doesn't seem like a conversation.","Descriptions based on tacit understanding"
"SU_237","supervisor","I thought that ‘Please describe what you have learnt’ would be more appropriate than ‘Please describe what you have practised’. I think that the advice ‘If there is anything you want to see or do, please tell the staff’ is good advice.","Suggestions for action during practical training"
"SU_238","supervisor","I get the impression that there is no conversation between the students and the teachers. (It seems that the teachers' feedback is the same for all students).","Descriptions that do not fit together"
"SU_239","supervisor","There is no mention of whether the students are writing based on the “criteria” they should be recording, but I think that the advice itself is effective and relevant to real clinical practice.","Descriptions based on clinical situations"
"SU_240","supervisor","Rather than pointing out areas for improvement in the student's writing, I got the impression that the advice was more about supplementing information for learning. I think that's fine.","Supplementary medical knowledge"
"SU_241","supervisor","I think the feedback is tailored to the student's motivation.",
"SU_242","supervisor","I think it would be good to point out areas for improvement in the student's writing.","Lack of indication of areas for improvement"
"SU_243","supervisor","I think the advice is very good, accurate and natural.","Natural expressions"
"SU_244","supervisor","Although there is no mention of whether the student's writing is based on the ‘criteria’ that they should be recording, I think the advice is practical and in line with real clinical practice.","Descriptions based on clinical situations"
"SU_245","supervisor","I think the supportive words you use with the students are wonderful. On the other hand, I felt that it would be better to also point out what needs to be improved in the students‘ descriptions.","Lack of indication of areas for improvement regarding descriptions/supportive tone"
"SU_246","supervisor","I think this feedback is based on the basic human relationship between the students and the teacher. I think it would be good to also point out what needs to be improved in the students’ descriptions.","Descriptions based on human relationships/Lack of suggestions for improvements in descriptions"
"SU_247","supervisor","It's good that you use supportive words, but I think it would be better to also point out what needs to be improved in the students‘ descriptions.","Descriptions based on human relationships/Lack of suggestions for improvements in descriptions"
"SU_248","supervisor","There are some descriptions that suggest that the teacher was directly observing the students’ practical training, so I think this feedback is based on the human relationship between the students and the teacher. I think the advice is also accurate and good.","Descriptions based on observations during practical training/Descriptions based on human relationships"
"SU_249","supervisor","The instructions for what to do in future practical training are included, but they lack specificity. I think that if there were a presentation of general items to be collected in order to understand the patient's condition, as well as items specific to the disease, as a means of sharing knowledge or as a learning task, it would lead to learning for medical students.","Lack of specificity in suggestions for improvements"
"SU_250","supervisor","It is good that it mentions the content that the students experienced and the issues they achieved during the practical training. However, I think that there are few comments on the content that the students mentioned as issues for the future.","Lack of suggestions for improvements"
"SU_251","supervisor","The points that are insufficiently described are pointed out, and this is appropriate.","Specific advice on content of descriptions"
"SU_252","supervisor","It mentions the points that should be kept in mind during medical examinations and consultations, and I think it will be useful for students to clarify their future goals. However, there is little mention of the ‘criteria’ that students should record.","Advice on medical knowledge/Lack of suggestions for improvements in descriptions"
"SU_253","supervisor","Rather than comments on what was learned or experienced during the practical training, I felt that the feedback was given from the perspective of how to approach practical training in the future.","Suggestions for action plan during practical training"
"SU_254","supervisor","I think it would be better if there were more specific comments and advice, while also touching on the students‘ descriptions. (The students’ records are also rather sloppy, so considering the workload of the supervising doctors, it may not be so bad.","Lack of suggestions for improvements in descriptions/Few suggestions for poor records"
"SU_255","supervisor","There is not much clear reference to the ‘criteria’ for the students‘ clinical training. However, since learning tasks are presented, I think this will be helpful for the students.","Lack of suggestions for improvements in descriptions/Suggestions for learning tasks"
"SU_256","supervisor","The main focus is on feedback on the students’ behaviour during the training, and I don't think there is any feedback based on the entries.","Suggestions for action in practical training/Ignoring the content of the description"
"SU_257","supervisor","I think it is good that the comments are linked to the students' entries and the content they experienced during the training. I also think that the presentation of learning tasks for future training will be useful for learning. I felt that this was feedback that could only be given from the perspective of someone who had actually supervised the students.","Integration of the description and practical training experience/Suggestions for learning tasks in practical training"
"SU_258","supervisor","There is no mention of the student records or clinical practice standards, and there is no reflection on the practical training or presentation of future learning issues. From the perspective of contributing to student learning, I get the impression that it is not quite appropriate.","Lack of reference to the content of the description/Lack of reference to the criteria"
"SU_259","supervisor","It seems to me that the feedback is mainly about the student's behaviour during the practical training, and there is not much feedback on the records. As the content that the student achieved during the practical training is written in detail, I think it would be better if there were further issues presented.","Description based on observations in practical training/Ignoring the content of the description/Lack of suggestions for improvement"
"SU_260","supervisor","As there is no mention of the student records or the student's attitude during the practical training, I don't think it can be said to be feedback that contributes to student learning.",
"SU_261","supervisor","There is little feedback that refers to the student's records or the standards for clinical practice. However, the knowledge of diseases that is useful for diagnosis is shared, and I think this is useful feedback for students. There is also a phrase that asks about hopes for future practice, and I felt that this could encourage students to take an active part.","Lack of reference to the content of the description/Lack of reference to the criteria/Presentation of medical knowledge/Description encouraging participation in practical training"
"SU_262","supervisor","There is an evaluation of the level of achievement and attitude during practice, but there is little feedback that refers to the records.","Evaluation of behaviour in practical training/Ignoring the content of the description"
"SU_263","supervisor","There is an evaluation of the attitude of students during self-study, but there is no reference to the records. There is no mention of areas for improvement or issues, and I don't think the students' contribution to their own learning is high.","Evaluation of behaviour in practical training/lack of suggestions for improvement"
"SU_264","supervisor","I think that advice is given in line with the content of what the students have learned and what they need to work on in the future, but there is no written evaluation of the students, and I think it makes it difficult for the students to identify areas for improvement.","Lack of suggestions for improvement"
"SU_265","supervisor","I feel that the content of the actual conference is mentioned, and that the students are being evaluated through the practical training. I think it is good that it is positive feedback. As the content of the record is not mentioned, I think it would be even better if the content was also mentioned.","Evaluation of behaviour in practical training/disregard for content of description"
"SU_266","supervisor","The fact that the remaining period is mentioned seems to motivate me for the practical training.","Description that is in line with the situation in practical training"
"SU_267","supervisor","The feedback specifically mentions the content that the student carried out during the practical training, and I get the impression that the practical training is being observed.","Description based on experience in practical training/feeling that you are being watched"
"SU_268","supervisor","The fact that it mentions that it is a difficult case and gives words of encouragement gives the impression that they are being looked after.","Supportive words/feeling that you are being cared for"
"SU_269","supervisor","I felt that the feedback was positive about the attitude of the student during the practical training, and that it was motivating content.","Description based on attitude in practical training/description that motivates"
"SU_270","supervisor","I feel that it is feedback that has derived from the record.",
"SU_271","supervisor","The feedback is positive and clearly gives feedback on what should be done now in response to the report of what was difficult in the practical training.","Suggestions for behaviour in practical training"
"SU_272","supervisor","The fact that they were able to tell us about the things that happened during the practical training in a concrete and valuable way made me feel that the feedback was something that would help us remember the practical training. Also, the fact that they explained the points to be careful of when taking observations made me feel that the content was something that could be put to practical use.","Description of experience in practical training/giving meaning to experience in practical training/advice on behaviour in practical training from a medical perspective"
"SU_273","supervisor","The feedback is positive and it feels like the individual is being looked at and taught. I felt that it was educational to be referred to future issues.","Individualised description/feeling of being looked after"
"SU_274","supervisor","It feels like the student is being looked at and evaluated. It also mentions the valuable experience gained from the practical training, and it is an opportunity to reflect on the practical training.","Description of experience in practical training/giving meaning to experience in practical training"
"SU_275","supervisor","It mentions the attitude during the surgery, and it is mentioned in a way that it is related to the standard of behaviour, which I feel is more positive feedback.","Description based on attitude in practical training"
"SU_276","supervisor","The student's comments during the practical training are mentioned, and I feel that the student is being evaluated for being able to communicate appropriately.","Evaluation based on behaviour in practical training"
"SU_277","supervisor","The student is given concise feedback on the points they should be careful about when summarising the case.",
"SU_278","supervisor","The content that was lacking in the record is supplemented, and I feel that this is feedback that is useful for learning.",
"SU_279","supervisor","The feedback is that the student met the standards of behaviour during the practical training.","Evaluation based on behaviour in practical training"
"SU_280","supervisor","The student's positive attitude and independent learning during the practical training are evaluated. I feel that the feedback is positive, and that it is praise for the record-taker, while also making suggestions for improvement.","Evaluation based on behaviour in practical training"
"SU_281","supervisor","The impression I got was that it was like a message from a senior doctor to a junior doctor. The good points were that it included comments and advice from a clinical perspective, and that it included the doctor's impressions. The points for improvement were that there was a lot of abstract content, that there was little feedback on the student's records, etc., and that there were few points for the student to work on.","Description from the perspective of a doctor/lack of concreteness"
"SU_282","supervisor","The impression I got was that it was feedback from a clinical perspective. Although there was no description of specific content, it looked at the actual content of the practical training and evaluated not only the attitude of the student during the practical training, but also their medical learning.","Description from the perspective of a doctor"
"SU_283","supervisor","The impression is that it is a formal kind of feedback. It would be better if there was more specific feedback on the students‘ records.","Superficial description"
"SU_284","supervisor","Most of the feedback is confirmation of the content that the students were asked to do in the practical training. Also, although it is evaluated as appropriate, it lacks specific content. It touches on clinical content.","Lack of concreteness/description from the perspective of a doctor"
"SU_285","supervisor","The feedback is not based on the students’ records, but on the events that actually took place in the practical training. It was also good that the students were given feedback on the content of their clinical learning. It was also good that there were many words of praise for the students' presentations in the practical training, etc. One point for improvement would be to provide feedback on the students‘ records.","Description based on behaviour in practical training"
"SU_286","supervisor","It gave the impression of being more of a directive on the content of the specified learning, rather than feedback to the students. One point for improvement would be that there was no feedback on the students’ records, the content of the practical training, or their attitude.","Lack of pointing out areas for improvement"
"SU_287","supervisor","There was no specific evaluation or feedback for the students. It was more like a comment to the students.","Lack of suggestions for improvement/lack of concreteness"
"SU_288","supervisor","The feedback was based on the actual content of the practical training, rather than on the students' records. It would be better if there was more feedback on the learning records.","Description based on behaviour in practical training/disregard for content of description"
"SU_289","supervisor","I liked the fact that the student record pointed out aspects that the student had not noticed from a clinical perspective (communication with patients and their families), and encouraged them to reflect on this. I also liked the fact that it gave a positive evaluation of the student's attitude during the practical training.","Advice from the perspective of a clinician/description based on observations in practical training"
"SU_290","supervisor","There was no specific evaluation of the student. There was a lack of advice and suggestions for how the student could improve their learning in the future.","Lack of concreteness/lack of suggestions for improvement"
"SU_291","supervisor","Feedback was given based on the actual content and attitude of the practical training, rather than on the content of the student records. It was good that the feedback also included learning tasks for the practical training on the following day and advice on what students should prepare in advance, and it gave guidance on future learning.","Description based on observations in practical training/suggestion of action plan in practical training"
"SU_292","supervisor","There was no feedback on what was specifically evaluated. It was short.","Too short a description/lack of concreteness"
"SU_293","supervisor","There was no feedback on what was specifically evaluated. It was short.","Too short a description/lack of concreteness"
"SU_294","supervisor","No specific feedback was given. Administrative contact was made. It would be better to give specific feedback on the content of the practical training and the records.","Lack of concreteness"
"SU_295","supervisor","No evaluation was given at all. No feedback was given to the students on areas for improvement, etc.","Lack of concreteness/lack of suggestions for improvement"
"SU_296","supervisor","There was no evaluation of the students‘ practical training. I liked the way the students’ learning was supported by picking up difficult terms in the student records based on the content of the actual clinical training, and then asking questions that would provide a starting point for future learning.","Suggestion of action plan in practical training"
"SU_297","supervisor","I don't know what to improve","Lack of suggestions for improvement"
"SU_298","supervisor","The advice is not tailored to the individual student","Lack of elements as feedback"
"SU_299","supervisor","There are suggestions, but not much evaluation",
"SU_300","supervisor","There is not enough supportive language","Lack of supportive language"
"SU_301","supervisor","It is not tailored to the student evaluation items","Neglect of evaluation criteria"
"SU_302","supervisor","There is no supportive language at all","Lack of supportive language"
"SU_303","supervisor","There are no suggestions","Lack of suggestions for improvement"
"SU_304","supervisor","It is tailored to individual cases",
"SU_305","supervisor","The tone is a little harsh",
"SU_306","supervisor","It is easy to understand","Lack of suggestions for improvement"
"SU_307","supervisor","There is no important feedback, such as points for improvement in the learning content.","Lack of suggestions for improvement"
"SU_308","supervisor","There are no points for improvement in the practical training.",
"SU_309","supervisor","The wording was a little worrying.",
"SU_310","supervisor","There are no points for improvement indicated.","Lack of suggestions for improvement"
"SU_311","supervisor","There are words of encouragement, but I don't think they count as evaluation.",
"SU_312","supervisor","It doesn't match the evaluation criteria.","Neglect of evaluation criteria"
"SU_313","supervisor","I think this feedback was given because the person giving it remembered ‘I taught this student how to take arterial blood samples’. As we can see similar feedback in Index number 153, I suspect that the person giving the feedback took the time to compile it.","Description based on shared experience in practical training/time constraints"
"SU_314","supervisor","The feedback includes advice that would only be conveyed by a clinician, such as the long-term perspective of ‘going home’, and also includes a description of the learning content, issues and goals that are lacking. However, it is not as specific as feedback 1, and it seems as though the student may just gloss over it.","Advice from a clinical perspective/lack of concreteness"
"SU_315","supervisor","I felt that for a surgeon who is extremely busy, it may be difficult to have the determination to take the time to give feedback on a simple record.","Time constraints"
"SU_316","supervisor","From a clinical perspective, I think the feedback focused on two points: the change in the patient's condition over time and the anxiety associated with being in hospital, and I think this helped to stimulate the student's professionalism.","Advice from a clinical perspective/evoking professionalism"
"SU_317","supervisor","The feedback was almost the same as Index number 149.","Time constraints/reuse"
"SU_318","supervisor","I think that because the doctor was watching the student learning, he didn't give such detailed feedback.","Emphasis on verbal advice"
"SU_319","supervisor","The words ‘I have a lot of worries since becoming a doctor’ can probably only be said by someone with experience as a doctor, and they also convey the weight of having to think about them throughout your life, so I think they are feedback that only a human being could give.","Advice based on experience as a doctor"
